datestamp,name,date_value,code
2003-01-01,巴西,558.23,BRA
2003-01-01,澳大利亚,467.74,AUS
2003-01-01,俄罗斯,430.35,RUS
2003-01-01,瑞士,362.08,CHE
2003-01-01,瑞典,334.07,SWE
2003-01-01,比利时,318.08,BEL
2003-01-01,土耳其,314.6,TUR
2003-01-01,沙特阿拉伯,215.81,SAU
2003-01-01,伊朗,151.91,IRN
2003-01-01,阿根廷,127.59,ARG
2004-01-01,美国,12217.2,USA
2004-01-01,日本,4893.12,JPN
2004-01-01,德国,2852.32,DEU
2004-01-01,英国,2421.53,GBR
2004-01-01,法国,2109.79,FRA
2004-01-01,中国,1955.35,CHN
2004-01-01,意大利,1812.81,ITA
2004-01-01,西班牙,1069.83,ESP
2004-01-01,加拿大,1026.69,CAN
2004-01-01,墨西哥,819.46,MEX
2004-01-01,韩国,793.18,KOR
2004-01-01,印度,709.15,IND
2004-01-01,巴西,669.29,BRA
2004-01-01,荷兰,661.22,NLD
2004-01-01,澳大利亚,614.66,AUS
2004-01-01,俄罗斯,591.02,RUS
2004-01-01,土耳其,408.87,TUR
2004-01-01,瑞士,403.91,CHE
2004-01-01,瑞典,384.55,SWE
2004-01-01,比利时,369.21,BEL
2004-01-01,沙特阿拉伯,258.74,SAU
2004-01-01,伊朗,187.75,IRN
2004-01-01,阿根廷,164.66,ARG
2005-01-01,美国,13039.2,USA
2005-01-01,日本,4831.47,JPN
2005-01-01,德国,2893.39,DEU
2005-01-01,英国,2543.18,GBR
2005-01-01,中国,2285.96,CHN
2005-01-01,法国,2192.15,FRA
2005-01-01,意大利,1864.98,ITA
2005-01-01,加拿大,1173.11,CAN
2005-01-01,西班牙,1154.67,ESP
2005-01-01,韩国,934.9,KOR
2005-01-01,墨西哥,917.57,MEX
2005-01-01,巴西,891.63,BRA
2005-01-01,印度,820.38,IND
2005-01-01,俄罗斯,764.02,RUS
2005-01-01,澳大利亚,695.69,AUS
2005-01-01,荷兰,688.13,NLD
2005-01-01,土耳其,506.31,TUR
2005-01-01,瑞士,418.28,CHE
2005-01-01,瑞典,391.69,SWE
2005-01-01,比利时,385.71,BEL
2005-01-01,沙特阿拉伯,328.46,SAU
2005-01-01,伊朗,224.97,IRN
2005-01-01,阿根廷,198.74,ARG
2006-01-01,美国,13815.58,USA
2006-01-01,日本,4601.66,JPN
2006-01-01,德国,3046.31,DEU
2006-01-01,中国,2752.12,CHN
2006-01-01,英国,2708.44,GBR
2006-01-01,法国,2317.86,FRA
2006-01-01,意大利,1958.56,ITA
2006-01-01,加拿大,1319.26,CAN
2006-01-01,西班牙,1261.85,ESP
2006-01-01,巴西,1107.63,BRA
2006-01-01,韩国,1053.22,KOR
2006-01-01,墨西哥,1020.27,MEX
2006-01-01,俄罗斯,989.93,RUS
2006-01-01,印度,940.26,IND
2006-01-01,澳大利亚,748.42,AUS
2006-01-01,荷兰,737.59,NLD
2006-01-01,土耳其,557.08,TUR
2006-01-01,瑞士,441.63,CHE
2006-01-01,瑞典,422.53,SWE
2006-01-01,比利时,408.26,BEL
2006-01-01,沙特阿拉伯,376.9,SAU
2006-01-01,伊朗,265.6,IRN
2006-01-01,阿根廷,232.56,ARG
2007-01-01,美国,14474.23,USA
2007-01-01,日本,4579.75,JPN
2007-01-01,中国,3550.33,CHN
2007-01-01,德国,3484.06,DEU
2007-01-01,英国,3090.51,GBR
2007-01-01,法国,2655.82,FRA
2007-01-01,意大利,2222.52,ITA
2007-01-01,西班牙,1476.75,ESP
2007-01-01,加拿大,1468.82,CAN
2007-01-01,巴西,1397.11,BRA
2007-01-01,俄罗斯,1299.7,RUS
2007-01-01,印度,1216.74,IND
2007-01-01,韩国,1172.61,KOR
2007-01-01,墨西哥,1102.36,MEX
2007-01-01,澳大利亚,855.01,AUS
2007-01-01,荷兰,853.5,NLD
2007-01-01,土耳其,681.32,TUR
2007-01-01,瑞士,490.74,CHE
2007-01-01,瑞典,490.05,SWE
2007-01-01,比利时,470.92,BEL
2007-01-01,沙特阿拉伯,415.96,SAU
2007-01-01,伊朗,349.74,IRN
2007-01-01,阿根廷,287.53,ARG
2008-01-01,美国,14769.86,USA
2008-01-01,日本,5106.68,JPN
2008-01-01,中国,4594.34,CHN
2008-01-01,德国,3808.79,DEU
2008-01-01,英国,2929.41,GBR
2008-01-01,法国,2926.8,FRA
2008-01-01,意大利,2417.51,ITA
2008-01-01,巴西,1695.86,BRA
2008-01-01,俄罗斯,1660.85,RUS
2008-01-01,西班牙,1636.12,ESP
2008-01-01,加拿大,1552.99,CAN
2008-01-01,印度,1198.9,IND
2008-01-01,墨西哥,1161.55,MEX
2008-01-01,澳大利亚,1056.11,AUS
2008-01-01,韩国,1047.34,KOR
2008-01-01,荷兰,957.9,NLD
2008-01-01,土耳其,770.45,TUR
2008-01-01,瑞士,567.27,CHE
2008-01-01,沙特阿拉伯,519.8,SAU
2008-01-01,比利时,517.33,BEL
2008-01-01,瑞典,514.62,SWE
2008-01-01,伊朗,406.07,IRN
2008-01-01,阿根廷,361.56,ARG
2009-01-01,美国,14478.07,USA
2009-01-01,日本,5289.49,JPN
2009-01-01,中国,5101.69,CHN
2009-01-01,德国,3479.8,DEU
2009-01-01,法国,2700.08,FRA
2009-01-01,英国,2412.84,GBR
2009-01-01,意大利,2209.48,ITA
2009-01-01,巴西,1667.0,BRA
2009-01-01,西班牙,1496.59,ESP
2009-01-01,加拿大,1374.63,CAN
2009-01-01,印度,1341.89,IND
2009-01-01,俄罗斯,1222.65,RUS
2009-01-01,韩国,943.94,KOR
2009-01-01,墨西哥,943.44,MEX
2009-01-01,澳大利亚,928.76,AUS
2009-01-01,荷兰,878.95,NLD
2009-01-01,土耳其,649.29,TUR
2009-01-01,瑞士,554.21,CHE
2009-01-01,比利时,485.01,BEL
2009-01-01,瑞典,434.31,SWE
2009-01-01,沙特阿拉伯,429.1,SAU
2009-01-01,伊朗,414.06,IRN
2009-01-01,阿根廷,332.98,ARG
2010-01-01,美国,15048.97,USA
2010-01-01,中国,6087.19,CHN
2010-01-01,日本,5759.07,JPN
2010-01-01,德国,3468.15,DEU
2010-01-01,法国,2646.23,FRA
2010-01-01,英国,2485.48,GBR
2010-01-01,巴西,2208.84,BRA
2010-01-01,意大利,2144.94,ITA
2010-01-01,印度,1675.62,IND
2010-01-01,加拿大,1617.34,CAN
2010-01-01,俄罗斯,1524.92,RUS
2010-01-01,西班牙,1427.99,ESP
2010-01-01,澳大利亚,1148.84,AUS
2010-01-01,韩国,1143.67,KOR
2010-01-01,墨西哥,1105.42,MEX
2010-01-01,荷兰,852.46,NLD
2010-01-01,土耳其,776.97,TUR
2010-01-01,瑞士,598.85,CHE
2010-01-01,沙特阿拉伯,528.21,SAU
2010-01-01,瑞典,492.75,SWE
2010-01-01,伊朗,487.07,IRN
2010-01-01,比利时,481.56,BEL
2010-01-01,阿根廷,423.63,ARG
2011-01-01,美国,15599.73,USA
2011-01-01,中国,7551.55,CHN
2011-01-01,日本,6233.15,JPN
2011-01-01,德国,3824.83,DEU
2011-01-01,法国,2870.41,FRA
2011-01-01,英国,2663.81,GBR
2011-01-01,巴西,2616.16,BRA
2011-01-01,意大利,2306.97,ITA
2011-01-01,俄罗斯,2045.92,RUS
2011-01-01,印度,1823.05,IND
2011-01-01,加拿大,1793.33,CAN
2011-01-01,西班牙,1487.57,ESP
2011-01-01,澳大利亚,1398.61,AUS
2011-01-01,韩国,1253.29,KOR
2011-01-01,墨西哥,1229.01,MEX
2011-01-01,荷兰,913.14,NLD
2011-01-01,土耳其,838.79,TUR
2011-01-01,瑞士,715.89,CHE
2011-01-01,沙特阿拉伯,676.63,SAU
2011-01-01,伊朗,629.08,IRN
2011-01-01,瑞典,570.54,SWE
2011-01-01,阿根廷,530.16,ARG
2011-01-01,比利时,527.2,BEL
2012-01-01,美国,16253.97,USA
2012-01-01,中国,8532.19,CHN
2012-01-01,日本,6272.36,JPN
2012-01-01,德国,3597.9,DEU
2012-01-01,英国,2707.09,GBR
2012-01-01,法国,2683.01,FRA
2012-01-01,巴西,2465.23,BRA
2012-01-01,俄罗斯,2208.29,RUS
2012-01-01,意大利,2097.93,ITA
2012-01-01,加拿大,1828.37,CAN
2012-01-01,印度,1827.64,IND
2012-01-01,澳大利亚,1547.53,AUS
2012-01-01,西班牙,1330.99,ESP
2012-01-01,韩国,1278.05,KOR
2012-01-01,墨西哥,1255.11,MEX
2012-01-01,土耳其,880.56,TUR
2012-01-01,荷兰,845.69,NLD
2012-01-01,沙特阿拉伯,741.85,SAU
2012-01-01,瑞士,686.42,CHE
2012-01-01,伊朗,644.02,IRN
2012-01-01,瑞典,549.74,SWE
2012-01-01,阿根廷,545.98,ARG
2012-01-01,比利时,498.41,BEL
2013-01-01,美国,16880.68,USA
2013-01-01,中国,9570.47,CHN
2013-01-01,日本,5212.33,JPN
2013-01-01,德国,3808.09,DEU
2013-01-01,法国,2816.08,FRA
2013-01-01,英国,2784.85,GBR
2013-01-01,巴西,2472.82,BRA
2013-01-01,俄罗斯,2292.47,RUS
2013-01-01,意大利,2153.23,ITA
2013-01-01,印度,1856.72,IND
2013-01-01,加拿大,1846.6,CAN
2013-01-01,澳大利亚,1577.12,AUS
2013-01-01,韩国,1370.63,KOR
2013-01-01,西班牙,1362.19,ESP
2013-01-01,墨西哥,1327.44,MEX
2013-01-01,土耳其,957.8,TUR
2013-01-01,荷兰,883.95,NLD
2013-01-01,沙特阿拉伯,753.86,SAU
2013-01-01,瑞士,706.23,CHE
2013-01-01,瑞典,584.13,SWE
2013-01-01,阿根廷,552.03,ARG
2013-01-01,比利时,524.1,BEL
2013-01-01,伊朗,500.4,IRN
2014-01-01,美国,17608.14,USA
2014-01-01,中国,10475.62,CHN
2014-01-01,日本,4896.99,JPN
2014-01-01,德国,3965.8,DEU
2014-01-01,英国,3064.71,GBR
2014-01-01,法国,2861.24,FRA
2014-01-01,巴西,2456.04,BRA
2014-01-01,意大利,2173.26,ITA
2014-01-01,俄罗斯,2059.24,RUS
2014-01-01,印度,2039.13,IND
2014-01-01,加拿大,1805.75,CAN
2014-01-01,韩国,1484.49,KOR
2014-01-01,澳大利亚,1468.27,AUS
2014-01-01,西班牙,1380.24,ESP
2014-01-01,墨西哥,1364.51,MEX
2014-01-01,土耳其,938.93,TUR
2014-01-01,荷兰,901.56,NLD
2014-01-01,沙特阿拉伯,766.61,SAU
2014-01-01,瑞士,726.54,CHE
2014-01-01,瑞典,577.73,SWE
2014-01-01,比利时,537.99,BEL
2014-01-01,阿根廷,526.32,ARG
2014-01-01,伊朗,462.28,IRN
2015-01-01,美国,18295.02,USA
2015-01-01,中国,11061.57,CHN
2015-01-01,日本,4444.93,JPN
2015-01-01,德国,3423.57,DEU
2015-01-01,英国,2927.91,GBR
2015-01-01,法国,2442.48,FRA
2015-01-01,印度,2103.59,IND
2015-01-01,意大利,1845.43,ITA
2015-01-01,巴西,1802.21,BRA
2015-01-01,加拿大,1556.51,CAN
2015-01-01,韩国,1466.04,KOR
2015-01-01,俄罗斯,1363.48,RUS
2015-01-01,澳大利亚,1351.3,AUS
2015-01-01,墨西哥,1213.29,MEX
2015-01-01,西班牙,1206.16,ESP
2015-01-01,土耳其,864.31,TUR
2015-01-01,荷兰,775.74,NLD
2015-01-01,瑞士,694.12,CHE
2015-01-01,沙特阿拉伯,669.48,SAU
2015-01-01,阿根廷,594.75,ARG
2015-01-01,瑞典,501.7,SWE
2015-01-01,比利时,461.04,BEL
2015-01-01,伊朗,409.19,IRN
2016-01-01,美国,18804.91,USA
2016-01-01,中国,11233.31,CHN
2016-01-01,日本,5003.68,JPN
2016-01-01,德国,3537.78,DEU
2016-01-01,英国,2689.11,GBR
2016-01-01,法国,2470.41,FRA
2016-01-01,印度,2294.8,IND
2016-01-01,意大利,1887.11,ITA
2016-01-01,巴西,1795.69,BRA
2016-01-01,加拿大,1527.99,CAN
2016-01-01,韩国,1499.68,KOR
2016-01-01,俄罗斯,1276.79,RUS
2016-01-01,西班牙,1243.02,ESP
2016-01-01,澳大利亚,1206.84,AUS
2016-01-01,墨西哥,1112.23,MEX
2016-01-01,土耳其,869.68,TUR
2016-01-01,荷兰,797.16,NLD
2016-01-01,瑞士,687.9,CHE
2016-01-01,沙特阿拉伯,666.0,SAU
2016-01-01,阿根廷,557.53,ARG
2016-01-01,瑞典,514.22,SWE
2016-01-01,比利时,474.27,BEL
2016-01-01,伊朗,459.04,IRN
2017-01-01,美国,19612.1,USA
2017-01-01,中国,12310.49,CHN
2017-01-01,日本,4930.84,JPN
2017-01-01,德国,3763.09,DEU
2017-01-01,英国,2680.15,GBR
2017-01-01,印度,2651.47,IND
2017-01-01,法国,2588.87,FRA
2017-01-01,巴西,2063.51,BRA
2017-01-01,意大利,1970.72,ITA
2017-01-01,加拿大,1649.27,CAN
2017-01-01,韩国,1623.07,KOR
2017-01-01,俄罗斯,1574.2,RUS
2017-01-01,澳大利亚,1325.58,AUS
2017-01-01,西班牙,1321.75,ESP
2017-01-01,墨西哥,1190.72,MEX
2017-01-01,土耳其,858.99,TUR
2017-01-01,荷兰,848.23,NLD
2017-01-01,沙特阿拉伯,714.99,SAU
2017-01-01,瑞士,695.2,CHE
2017-01-01,阿根廷,643.63,ARG
2017-01-01,瑞典,536.08,SWE
2017-01-01,比利时,500.91,BEL
2017-01-01,伊朗,489.17,IRN
2018-01-01,美国,20656.52,USA
2018-01-01,中国,13894.91,CHN
2018-01-01,日本,5040.88,JPN
2018-01-01,德国,4052.01,DEU
2018-01-01,英国,2871.34,GBR
2018-01-01,法国,2781.58,FRA
2018-01-01,印度,2702.93,IND
2018-01-01,意大利,2099.44,ITA
2018-01-01,巴西,1916.93,BRA
2018-01-01,韩国,1725.37,KOR
2018-01-01,加拿大,1725.33,CAN
2018-01-01,俄罗斯,1657.33,RUS
2018-01-01,西班牙,1431.64,ESP
2018-01-01,澳大利亚,1427.81,AUS
2018-01-01,墨西哥,1256.3,MEX
2018-01-01,荷兰,929.73,NLD
2018-01-01,沙特阿拉伯,846.58,SAU
2018-01-01,土耳其,778.97,TUR
2018-01-01,瑞士,725.57,CHE
2018-01-01,瑞典,551.31,SWE
2018-01-01,比利时,542.64,BEL
2018-01-01,阿根廷,524.82,ARG
2018-01-01,伊朗,398.88,IRN
2019-01-01,美国,21539.98,USA
2019-01-01,中国,14279.97,CHN
2019-01-01,日本,5117.99,JPN
2019-01-01,德国,3957.21,DEU
2019-01-01,英国,2851.41,GBR
2019-01-01,印度,2835.61,IND
2019-01-01,法国,2722.79,FRA
2019-01-01,意大利,2019.61,ITA
2019-01-01,巴西,1873.29,BRA
2019-01-01,加拿大,1743.73,CAN
2019-01-01,俄罗斯,1693.12,RUS
2019-01-01,韩国,1651.42,KOR
2019-01-01,西班牙,1403.5,ESP
2019-01-01,澳大利亚,1392.72,AUS
2019-01-01,墨西哥,1304.11,MEX
2019-01-01,荷兰,928.9,NLD
2019-01-01,沙特阿拉伯,838.56,SAU
2019-01-01,土耳其,761.01,TUR
2019-01-01,瑞士,721.37,CHE
2019-01-01,比利时,536.73,BEL
2019-01-01,瑞典,532.17,SWE
2019-01-01,阿根廷,447.75,ARG
2019-01-01,伊朗,333.52,IRN
2020-01-01,美国,21354.1,USA
2020-01-01,中国,14687.74,CHN
2020-01-01,日本,5055.59,JPN
2020-01-01,德国,3940.14,DEU
2020-01-01,英国,2696.78,GBR
2020-01-01,印度,2674.85,IND
2020-01-01,法国,2647.93,FRA
2020-01-01,意大利,1907.48,ITA
2020-01-01,加拿大,1655.68,CAN
2020-01-01,韩国,1644.31,KOR
2020-01-01,俄罗斯,1493.08,RUS
2020-01-01,巴西,1476.11,BRA
2020-01-01,澳大利亚,1328.41,AUS
2020-01-01,西班牙,1289.78,ESP
2020-01-01,墨西哥,1121.06,MEX
2020-01-01,荷兰,932.56,NLD
2020-01-01,瑞士,742.0,CHE
2020-01-01,沙特阿拉伯,734.27,SAU
2020-01-01,土耳其,720.34,TUR
2020-01-01,瑞典,545.15,SWE
2020-01-01,比利时,529.69,BEL
2020-01-01,阿根廷,385.74,ARG
2020-01-01,伊朗,262.19,IRN
2021-01-01,美国,23681.17,USA
2021-01-01,中国,17820.46,CHN
2021-01-01,日本,5034.62,JPN
2021-01-01,德国,4348.3,DEU
2021-01-01,印度,3167.27,IND
2021-01-01,英国,3143.32,GBR
2021-01-01,法国,2966.43,FRA
2021-01-01,意大利,2179.21,ITA
2021-01-01,加拿大,2007.47,CAN
2021-01-01,俄罗斯,1843.39,RUS
2021-01-01,韩国,1818.43,KOR
2021-01-01,巴西,1670.65,BRA
2021-01-01,澳大利亚,1556.74,AUS
2021-01-01,西班牙,1461.24,ESP
2021-01-01,墨西哥,1316.57,MEX
2021-01-01,荷兰,1054.47,NLD
2021-01-01,沙特阿拉伯,874.16,SAU
2021-01-01,土耳其,819.87,TUR
2021-01-01,瑞士,813.41,CHE
2021-01-01,瑞典,637.19,SWE
2021-01-01,比利时,598.49,BEL
2021-01-01,阿根廷,486.56,ARG
2021-01-01,伊朗,383.44,IRN
2022-01-01,美国,26006.89,USA
2022-01-01,中国,17881.78,CHN
2022-01-01,日本,4256.41,JPN
2022-01-01,德国,4163.6,DEU
2022-01-01,印度,3353.47,IND
2022-01-01,英国,3114.04,GBR
2022-01-01,法国,2796.3,FRA
2022-01-01,俄罗斯,2266.03,RUS
2022-01-01,加拿大,2161.48,CAN
2022-01-01,意大利,2103.0,ITA
2022-01-01,巴西,1951.92,BRA
2022-01-01,澳大利亚,1690.86,AUS
2022-01-01,韩国,1673.92,KOR
2022-01-01,墨西哥,1464.31,MEX
2022-01-01,西班牙,1446.5,ESP
2022-01-01,沙特阿拉伯,1108.57,SAU
2022-01-01,荷兰,1046.54,NLD
2022-01-01,土耳其,907.12,TUR
2022-01-01,瑞士,818.43,CHE
2022-01-01,阿根廷,632.79,ARG
2022-01-01,比利时,593.44,BEL
2022-01-01,瑞典,579.9,SWE
2022-01-01,伊朗,394.36,IRN
2023-01-01,美国,27720.71,USA
2023-01-01,中国,17794.78,CHN
2023-01-01,德国,4525.7,DEU
2023-01-01,日本,4204.49,JPN
2023-01-01,印度,3567.55,IND
2023-01-01,英国,3380.85,GBR
2023-01-01,法国,3051.83,FRA
2023-01-01,意大利,2300.94,ITA
2023-01-01,巴西,2173.67,BRA
2023-01-01,加拿大,2142.47,CAN
2023-01-01,俄罗斯,2021.42,RUS
2023-01-01,墨西哥,1789.11,MEX
2023-01-01,澳大利亚,1728.06,AUS
2023-01-01,韩国,1712.79,KOR
2023-01-01,西班牙,1620.09,ESP
2023-01-01,荷兰,1154.36,NLD
2023-01-01,土耳其,1118.25,TUR
2023-01-01,沙特阿拉伯,1067.58,SAU
2023-01-01,瑞士,884.94,CHE
2023-01-01,阿根廷,646.08,ARG
2023-01-01,比利时,644.78,BEL
2023-01-01,瑞典,584.96,SWE
2023-01-01,伊朗,404.63,IRN
